uid,type,episodeNumber,name,url,description,season,places,State,MillionDollar,show,location,coords,point,lat,lng,altitude,hgtv_go_url,hgtv_go_url_good,hulu_url
490,TVEpisode,3,Row House Blues in Pittsburgh,https://www.hgtv.com/shows/house-hunters/episodes/row-house-blues-in-pittsburgh,It's a battle of the wills as two frugal millennial buyers hunt for their first home in Pittsburgh. He wants a contemporary home with projects and a gas range; but her dream home is a small; move-in ready row house with parking.,155,Pittsburgh,Pennsylvania,0,House Hunters,Pittsburgh; Pennsylvania,Pittsburgh; Allegheny County; Pennsylvania; United States of America,(40.4416941; -79.9900861; 0.0),40.4416941,-79.9900861,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/row-house-blues-in-pittsburgh,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a242
540,TVEpisode,1,Open Space in Colorado,https://www.hgtv.com/shows/house-hunters/episodes/open-space-in-colorado,Two teachers from Loveland; Colorado; dream of a home where they can take of farm animals; raise bees and maybe foster children one day. They want a house close to Colorado's wide open spaces so they can enjoy the outdoor lifestyle.,151,Loveland,Colorado,0,House Hunters,Loveland; Colorado,Loveland; Larimer County; Colorado; United States of America,(40.385549; -105.04436132094955; 0.0),40.385549,-105.0443613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/open-space-in-colorado,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a181
593,TVEpisode,2,Ranch vs. Colonial in Bucks County; PA,https://www.hgtv.com/shows/house-hunters/episodes/ranch-vs-colonial-in-bucks-county-pa,First-time buyers are house hunting in picturesque Bucks County; Pennsylvania; to be near their in-laws. She wants a one-story; farmhouse-style ranch with visual interest on the outside but only neutral; muted tones inside. He; on the other hand; wants a stately; two-story Colonial with pops of color.,147,Bucks County,Pennsylvania,0,House Hunters,Bucks County; Pennsylvania,Bucks County; Pennsylvania; United States of America,(40.3451668; -75.1263909; 0.0),40.3451668,-75.1263909,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/ranch-vs-colonial-in-bucks-county-pa,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a135
377,TVEpisode,9,Spreading Out in Colorado,https://www.hgtv.com/shows/house-hunters/episodes/spreading-out-in-colorado,A newlywed couple searches for their first home in Longmont; Colorado. Although they both want enough room to start a family; he's focused mostly on yard space while she's more concerned with finding a Victorian home with whimsical features.,164,Longmont,Colorado,0,House Hunters,Longmont; Colorado,Longmont; Boulder County; Colorado; United States of America,(40.1672117; -105.1019287; 0.0),40.1672117,-105.1019287,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/spreading-out-in-colorado,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a350
673,TVEpisode,2,Go Big or Go Home in Utah,https://www.hgtv.com/shows/house-hunters/episodes/go-big-or-go-home-in-utah,A young couple hunts for a home for their busy family of seven in Utah County; UT. He wants a modern-style home with a pool and a large theater room. She'd like to have a more traditional style home that has similar square footage to their current house. Will Utah have what they're looking for?,141,Utah County,Utah,0,House Hunters,Utah County; Utah,Utah County; Utah; United States of America,(40.0841662; -111.6259473; 0.0),40.0841662,-111.6259473,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/go-big-or-go-home-in-utah,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a64
353,TVEpisode,9,Yearning for Home in Utah,https://www.hgtv.com/shows/house-hunters/episodes/yearning-for-home-in-utah,A couple with three small kids has moved to Utah County; Utah; to be closer to family. He's convinced they can spend less and get a house with projects he can tackle; but she's willing to pay more for turnkey place that's totally pristine.,166,Utah County,Utah,0,House Hunters,Utah County; Utah,Utah County; Utah; United States of America,(40.0841662; -111.6259473; 0.0),40.0841662,-111.6259473,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/yearning-for-home-in-utah,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a383
421,TVEpisode,13,A New Jersey Island Escape,https://www.hgtv.com/shows/house-hunters/episodes/a-new-jersey-island-escape,After years of traveling to every island oasis; Sakeenah and Kyle are on the hunt for an escape close to home in Point Pleasant; NJ. She wants a place right on the beach and he's hoping to find a place that's move-in ready.,161,Point Pleasant,New Jersey,0,House Hunters,Point Pleasant; New Jersey,Point Pleasant; Ocean County; New Jersey; 08742; United States of America,(40.0831714; -74.0681931; 0.0),40.0831714,-74.0681931,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-new-jersey-island-escape,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a313
698,TVEpisode,13,Family Seeks Perfect Party House in Ohio,https://www.hgtv.com/shows/house-hunters/episodes/family-seeks-perfect-party-house-in-ohio,A relocated family is buying a home in Columbus; Ohio. But while Dad has his heart set on a midcentury modern; Mom's main priorities are open space for big parties and huge closets for her massive wardrobe.,140,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/family-seeks-perfect-party-house-in-ohio,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a48
236,TVEpisode,6,Close to Coffee in Columbus,https://www.hgtv.com/shows/house-hunters/episodes/close-to-coffee-in-columbus,Two recent transplants to Columbus; Ohio; are ready to buy a house. While he wants a condo in an urban neighborhood so he can walk to get coffee; she wants a large house in the suburbs with a formal dining room so they can host Thanksgiving.,176,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/close-to-coffee-in-columbus,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a471
204,TVEpisode,8,Big Plans in Ohio,https://www.hgtv.com/shows/house-hunters/episodes/big-plans-in-ohio,A recently engaged couple is ready to plan their wedding and buy a home together in Columbus; Ohio. He's hoping to keep the cost low so they can keep their current lifestyle but she's willing to push the budget if it means getting everything she wants.,178,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/big-plans-in-ohio,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a495
99,TVEpisode,3,Highs and Lows in Ohio,https://www.hgtv.com/shows/house-hunters/episodes/highs-and-lows-in-ohio,A couple in Columbus; OH; is at odds over the head space in a potential new home. One wants a Cape Cod with a home office and doesn't mind sloping roofs; but finding a vintage home where the other doesn't have to duck in each room is a tall order.,186,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/highs-and-lows-in-ohio,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a574
56,TVEpisode,10,To Downsize or Not in Columbus,https://www.hgtv.com/shows/house-hunters/episodes/to-downsize-or-not-in-columbus,A young professional in Columbus; Ohio; is looking for a home with a reduced footprint. However; she still wants enough space to entertain all her college friends.,190,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/to-downsize-or-not-in-columbus,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a616
20,TVEpisode,6,Before the Wedding in Ohio,https://www.hgtv.com/shows/house-hunters/episodes/before-the-wedding-in-ohio,An engaged couple looks to buy a house in Columbus; Ohio; before their wedding. They're looking for a two-story; three bedroom house with outdoor space for entertaining; but he prefers to be close to downtown while she wants to be in the suburbs.,193,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/before-the-wedding-in-ohio,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a658
10,TVEpisode,6,No Time for a Pregnant Pause,https://www.hgtv.com/shows/house-hunters/episodes/no-time-for-a-pregnant-pause,A Columbus; Ohio; couple is in a rush to find a home before their baby is born. In the city's competitive market; she's taking matters into her own hands by looking for a fixer-upper; even if her husband disagrees.,194,Columbus,Ohio,0,House Hunters,Columbus; Ohio,Columbus; Franklin County; Ohio; United States of America,(39.9622601; -83.0007065; 0.0),39.9622601,-83.0007065,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/no-time-for-a-pregnant-pause,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a666
556,TVEpisode,4,Starting a Family in Philly,https://www.hgtv.com/shows/house-hunters/episodes/starting-a-family-in-philly,A young couple can't wait to buy their first home in the heart of Philadelphia; but they have very different priorities. They'll have to decide if size and upgrades or style and location will win out.,150,Philadelphia,Pennsylvania,0,House Hunters,Philadelphia; Pennsylvania,Philadelphia; Philadelphia County; Pennsylvania; United States of America,(39.9527237; -75.1635262; 0.0),39.9527237,-75.1635262,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/starting-a-family-in-philly,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a176
203,TVEpisode,7,Second Time's Not a Charm,https://www.hgtv.com/shows/house-hunters/episodes/second-times-not-a-charm,A flight attendant couple are looking for their second home in Philadelphia but can't agree on the location. Additionally; one wants more space for family to visit; while the other wants a smaller; low-maintenance property that fits their lifestyle.,178,Philadelphia,Pennsylvania,0,House Hunters,Philadelphia; Pennsylvania,Philadelphia; Philadelphia County; Pennsylvania; United States of America,(39.9527237; -75.1635262; 0.0),39.9527237,-75.1635262,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/second-times-not-a-charm,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a497
102,TVEpisode,6,Old Rivalries Run Deep,https://www.hgtv.com/shows/house-hunters/episodes/old-rivalries-run-deep,Former work enemies-turned couple want to buy their first home in Philadelphia. However; old rivalries rear their ugly heads as one of the ladies pushes for a classic Philly row home and the other has her heart set on a suburban family house.,186,Philadelphia,Pennsylvania,0,House Hunters,Philadelphia; Pennsylvania,Philadelphia; Philadelphia County; Pennsylvania; United States of America,(39.9527237; -75.1635262; 0.0),39.9527237,-75.1635262,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/old-rivalries-run-deep,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a575
94,TVEpisode,11,Finally in Philadelphia,https://www.hgtv.com/shows/house-hunters/episodes/finally-in-philadelphia,A single woman is finally ready to buy her first home after years of moving from apartment to apartment in Philadelphia. After all her waiting; however; she's shocked to discover that her budget won't go as far as she imagined.,187,Philadelphia,Pennsylvania,0,House Hunters,Philadelphia; Pennsylvania,Philadelphia; Philadelphia County; Pennsylvania; United States of America,(39.9527237; -75.1635262; 0.0),39.9527237,-75.1635262,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/finally-in-philadelphia,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a588
492,TVEpisode,5,No Ghosts in New Jersey,https://www.hgtv.com/shows/house-hunters/episodes/no-ghosts-in-new-jersey,A young couple looks to move in together in Camden County; New Jersey; but they don't agree on what kind of house to buy. He's a history buff and would prefer a Colonial with vintage character; but she thinks an older house will be full of ghosts; so she wants new construction.,155,Camden,New Jersey,0,House Hunters,Camden; New Jersey,Camden; Camden County; New Jersey; United States of America,(39.9448402; -75.1198911; 0.0),39.9448402,-75.1198911,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/no-ghosts-in-new-jersey,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a238
558,TVEpisode,6,Blended Family Home in Indianapolis,https://www.hgtv.com/shows/house-hunters/episodes/blended-family-home-in-indianapolis,A couple searches for home in Indianapolis; IN; that's big enough to accommodate their blended and growing family. But while they agree on more bathrooms for their older children; they disagree on everything else.,150,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/blended-family-home-in-indianapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a172
523,TVEpisode,10,Double Trouble in Indianapolis,https://www.hgtv.com/shows/house-hunters/episodes/double-trouble-in-indianapolis,Tired of living in a duplex; two Indianapolis women are on the hunt for a new place. But one is dead set on a midcentury modern fixer-upper; while the other insists on finding a move-in ready cottage. Making things more difficult; they also want enough room to house an identical twin sister and a giant German shepherd.,153,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/double-trouble-in-indianapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a213
481,TVEpisode,8,Contemporary vs. Vintage in Indianapolis,https://www.hgtv.com/shows/house-hunters/episodes/contemporary-vs-vintage-in-indianapolis,After five years of marriage; a couple in Indianapolis still doesn't agree on what makes a home perfect. She wants the vintage charm of a Victorian home; while he wants a contemporary house with modern touches. With the city's housing market heating up; they'll have to meet in the middle or risk losing out.,156,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/contemporary-vs-vintage-in-indianapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a250
471,TVEpisode,11,Finding Common Ground,https://www.hgtv.com/shows/house-hunters/episodes/finding-common-ground,First-time buyers in Indianapolis can't agree between a move-in ready home or a fixer-upper. Additionally; her need for a Feng shui entry and her fear of basements could turn their house hunt into an uphill battle.,157,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/finding-common-ground,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a261
95,TVEpisode,12,Culture Clash in Indianapolis,https://www.hgtv.com/shows/house-hunters/episodes/culture-clash-in-indianapolis,A young couple's backgrounds are making their first home purchase in Indianapolis a challenge. She grew up in the burbs and wants it all; while he's from Madagascar and doesn't mind keeping it simple.,187,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/culture-clash-in-indianapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a583
21,TVEpisode,7,Resisting Renovation in Indiana,https://www.hgtv.com/shows/house-hunters/episodes/resisting-renovation-in-indiana,A young couple has just 30 days to relocate for her work and find a new home in Indianapolis. He's looking for a place that's downtown and move-in ready; but she wants to be near work and prefers a fixer-upper home with character and hardwood floors.,193,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/resisting-renovation-in-indiana,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a655
215,TVEpisode,6,Comics Watch House Hunters: First Home in Indianapolis,https://www.hgtv.com/shows/house-hunters/episodes/comics-watch-house-hunters-first-home-in-indianapolis,"Dan Levy and Natasha Leggero are joined by comic and writer John Mulaney as they watch fan favorite House Hunters episode ""First House in Indianapolis"".",177a1a,Indianapolis,Indiana,0,House Hunters,Indianapolis; Indiana,Indianapolis; Marion; Indiana; United States of America,(39.7683331; -86.1583502; 0.0),39.7683331,-86.1583502,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/comics-watch-house-hunters-first-home-in-indianapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a703
461,TVEpisode,1,A Family Home in Dayton; Ohio,https://www.hgtv.com/shows/house-hunters/episodes/a-family-home-in-dayton-ohio,A young married couple in Dayton; Ohio; is looking for a house with enough room to start a family. She's looking for a fixer upper so they can put their own stamp on it; while he'd prefer move-in ready; since he doesn't want to take on the added work.,157,Dayton,Ohio,0,House Hunters,Dayton; Ohio,Dayton; Montgomery County; Ohio; United States of America,(39.7589478; -84.1916069; 0.0),39.7589478,-84.1916069,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-family-home-in-dayton-ohio,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a265
454,TVEpisode,7,Going Long in Wilmington,https://www.hgtv.com/shows/house-hunters/episodes/going-long-in-wilmington,A family of big sports fans is hoping to find a new home in Wilmington; Delaware. He's focused on a new build with high ceilings and a big yard where he can play catch; but she prefers an older Colonial with a relaxing tub to soak in after long work days.,158,Wilmington,Delaware,0,House Hunters,Wilmington; Delaware,Wilmington; New Castle County; Delaware; United States of America,(39.7459468; -75.546589; 0.0),39.7459468,-75.546589,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/going-long-in-wilmington,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a272
75,TVEpisode,5,Worrisome in Wilmington,https://www.hgtv.com/shows/house-hunters/episodes/worrisome-in-wilmington,A young couple in Wilmington; Delaware; wants to buy a house together despite having never cohabited. He wants a Colonial fixer-upper; but she is worried that he has no idea what he's doing when it comes to renovations.,188,Wilmington,Delaware,0,House Hunters,Wilmington; Delaware,Wilmington; New Castle County; Delaware; United States of America,(39.7459468; -75.546589; 0.0),39.7459468,-75.546589,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/worrisome-in-wilmington,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a595
369,TVEpisode,12,Back Home to Delaware,https://www.hgtv.com/shows/house-hunters/episodes/back-home-to-delaware,Newlyweds hunt for a new home back in their home state of Delaware. She wants a colorful Victorian that's fun and welcoming to family; while he would rather have a simple ranch in the country.,165,,Delaware,0,House Hunters,,,,39.7459468,-75.546589,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/back-home-to-delaware,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a360
683,TVEpisode,12,Young Denver Transplants Seek Large Property in Atlanta,https://www.hgtv.com/shows/house-hunters/episodes/young-denver-transplants-seek-large-property-in-atlanta,A young family from Denver is on the hunt for a new home in Atlanta. He plays polo; so his main focus is a large yard for his horses; while she really wants a bright white kitchen for entertaining.,141,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-denver-transplants-seek-large-property-in-atlanta,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a55
615,TVEpisode,11,Midcentury in Colorado,https://www.hgtv.com/shows/house-hunters/episodes/midcentury-in-colorado,A buyer enlists the help of her mom while hunting for her first home in Denver; Colorado. She wants a midcentury fixer-upper near the downtown area; but mom cautions her against taking on too many projects.,146,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/midcentury-in-colorado,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a118
570,TVEpisode,5,Needing a Home in Los Angeles,https://www.hgtv.com/shows/house-hunters/episodes/needing-a-home-in-los-angeles,Tom relocates from Denver to Los Angeles to be with Mike; and they want to find a home quickly before their wedding. Mike hopes to convince Tom to bust their budget and take on a fixer-upper so they can get more bang for their buck.,149,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/needing-a-home-in-los-angeles,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a157
496,TVEpisode,9,Old vs. New in Denver,https://www.hgtv.com/shows/house-hunters/episodes/old-vs-new-in-denver,A couple of guys are jumping into Denver's booming housing market. While one has his heart set on a contemporary new build; however; the other is determined to find a historic Denver Square home.,155,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/old-vs-new-in-denver,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a232
477,TVEpisode,4,Grout-Sensitive in Colorado,https://www.hgtv.com/shows/house-hunters/episodes/grout-sensitive-in-colorado,A young; nature-loving couple wants to buy a starter home in Denver. A large yard for their dogs and parking for their solar van top the wish list; and when it comes to keeping things clean; houses with lots of grout are definitely out.,156,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/grout-sensitive-in-colorado,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a245
483,TVEpisode,10,Heading for the Hills in Colorado,https://www.hgtv.com/shows/house-hunters/episodes/heading-for-the-hills-in-colorado,A couple's search for a home in the foothills outside of Denver is complicated by their opposing wish lists. He dreams of a log cabin in the woods that he can update; while she wants a move-in ready ranch.,156,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/heading-for-the-hills-in-colorado,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a246
375,TVEpisode,7,Unique Denver Chic,https://www.hgtv.com/shows/house-hunters/episodes/unique-denver-chic,A Denver buyer is ready to strike out on her own after saving up by living at home. She's hoping for a quirky living space with ties to Denver's history but her twin sister hopes she'll settle into a more traditional single-family home she can grow into.,164,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/unique-denver-chic,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a348
376,TVEpisode,8,A Solid Foundation in Denver; CO,https://www.hgtv.com/shows/house-hunters/episodes/a-solid-foundation-in-denver-co,A Denver couple with two small kids is tired of living with her parents and wants to find a place of their own. However; because their last house had foundation issues; each home must pass his 'marble test'. Meanwhile; she has her heart set on finding a ranch-style property that reminds her of her grandmother's home.,164,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-solid-foundation-in-denver-co,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a349
319,TVEpisode,3,New vs. Old in Denver,https://www.hgtv.com/shows/house-hunters/episodes/new-vs-old-in-denver,A young Denver couple is ready to take their next step and buy a home together. He wants a new build with modern designs and amenities that he's used to; but she prefers an older home with charm and character.,168,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-vs-old-in-denver,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a402
307,TVEpisode,4,New Build or Bust in Denver,https://www.hgtv.com/shows/house-hunters/episodes/new-build-or-bust-in-denver,A young tech worker is moving to Denver and wants a new build with all the latest finishes. Her best friend thinks she should splurge to get what she wants; but the pricey market might have other ideas.,169,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-build-or-bust-in-denver,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a414
27,TVEpisode,2,Every Dog Has Its Day in Denver,https://www.hgtv.com/shows/house-hunters/episodes/every-dog-has-its-day-in-denver,A newlywed couple looks for their first home together so they can adopt dogs in Denver; Colorado. They're looking for a home in a traditional neighborhood with a big yard and he doesn't mind doing renovations; but she doesn't want any big projects.,192,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/every-dog-has-its-day-in-denver,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a642
22,TVEpisode,8,Home is Where the Horse is in Denver,https://www.hgtv.com/shows/house-hunters/episodes/home-is-where-the-horse-is-in-denver,A young family searches for a home that's close to where they board their horse in Denver. She wants a farmhouse feel with plenty of room for her beloved dining room table; but he's looking for a smaller living space and wants a three-car garage.,193,Denver,Colorado,0,House Hunters,Denver; Colorado,Denver; Denver County; Colorado; United States of America,(39.7392364; -104.9848623; 0.0),39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/home-is-where-the-horse-is-in-denver,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a654
425,TVEpisode,4,Tiny With a Touch of Spice,https://www.hgtv.com/shows/house-hunters/episodes/tiny-with-a-touch-of-spice,A Colorado couple tries to find a tiny house on wheels that combines their different styles. He wants a rustic look of natural wood with tons of colorful elements; while she prefers a cottage style with bright white paint and neutral colors.,160,,Colorado,0,House Hunters,,,,39.7392364,-104.9848623,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/tiny-with-a-touch-of-spice,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a300
